Timestamp,timestamp,confidence,type,OldTimestamp,ActivityScore
2019-04-30 00:00:06.500,1556582406500,0.98,ON_BICYCLE,0,0.8
2019-04-30 00:00:22.300,1556582422300,1.0,ON_BICYCLE,2,0.8
2019-04-30 00:00:37.500,1556582437500,0.97,ON_BICYCLE,3,0.8
2019-04-30 00:00:52.700,1556582452700,0.99,ON_BICYCLE,7,0.8
2019-04-30 00:01:00.500,1556582460500,1.0,TILTING,9,
2019-04-30 00:01:08.300,1556582468300,0.97,ON_BICYCLE,10,0.8
2019-04-30 00:01:16.000,1556582476000,1.0,TILTING,14,
2019-04-30 00:01:39.300,1556582499300,0.96,ON_FOOT,22,0.1
2019-04-30 00:01:39.300,1556582499300,0.96,WALKING,23,0.5
2019-04-30 00:01:47.900,1556582507900,1.0,TILTING,26,
2019-04-30 00:01:56.400,1556582516400,0.88,ON_FOOT,27,0.1
2019-04-30 00:01:56.400,1556582516400,0.88,WALKING,28,0.5
2019-04-30 00:02:27.100,1556582547100,0.96,STILL,41,0.0
2019-04-30 00:02:34.700,1556582554700,1.0,TILTING,44,
2019-04-30 00:02:42.300,1556582562300,0.59,STILL,45,0.0
2019-04-30 00:03:06.200,1556582586200,1.0,TILTING,58,
2019-04-30 00:03:21.900,1556582601900,1.0,TILTING,66,
2019-04-30 00:03:29.500,1556582609500,0.85,ON_FOOT,67,0.1
2019-04-30 00:03:29.500,1556582609500,0.85,WALKING,68,0.5
2019-04-30 00:03:44.800,1556582624800,1.0,TILTING,74,
2019-04-30 00:04:00.100,1556582640100,0.98,IN_VEHICLE,75,
2019-04-30 00:04:16.400,1556582656400,0.89,IN_VEHICLE,77,
2019-04-30 00:04:30.400,1556582670400,0.99,STILL,80,0.0
2019-04-30 00:04:53.400,1556582693400,1.0,STILL,82,0.0
2019-04-30 00:05:12.400,1556582712400,1.0,TILTING,83,
2019-04-30 00:05:38.100,1556582738100,0.97,STILL,91,0.0
2019-04-30 00:06:11.700,1556582771700,0.59,STILL,100,0.0
2019-04-30 00:06:26.900,1556582786900,0.96,STILL,106,0.0
2019-04-30 00:06:40.800,1556582800800,1.0,STILL,111,0.0
2019-04-30 00:07:04.300,1556582824300,1.0,STILL,112,0.0
2019-04-30 00:07:24.600,1556582844600,1.0,STILL,113,0.0
2019-04-30 00:07:39.300,1556582859300,1.0,STILL,114,0.0
2019-04-30 00:08:04.400,1556582884400,1.0,STILL,115,0.0
2019-04-30 00:08:27.800,1556582907800,1.0,STILL,116,0.0
2019-04-30 00:08:33.700,1556582913700,0.65,STILL,117,0.0
2019-04-30 00:09:02.300,1556582942300,0.52,STILL,130,0.0
2019-04-30 00:09:18.100,1556582958100,0.58,STILL,136,0.0
2019-04-30 00:09:33.400,1556582973400,0.98,STILL,142,0.0
2019-04-30 00:09:48.700,1556582988700,0.98,STILL,145,0.0
2019-04-30 00:10:04.000,1556583004000,0.98,STILL,148,0.0
2019-04-30 00:10:19.300,1556583019300,0.95,STILL,151,0.0
2019-04-30 00:10:34.600,1556583034600,0.91,STILL,156,0.0
2019-04-30 00:10:49.800,1556583049800,0.98,STILL,161,0.0
2019-04-30 00:11:08.200,1556583068200,1.0,STILL,163,0.0
2019-04-30 00:11:23.900,1556583083900,0.96,STILL,164,0.0
2019-04-30 00:11:39.200,1556583099200,0.98,STILL,168,0.0
2019-04-30 00:11:54.500,1556583114500,0.99,STILL,170,0.0
2019-04-30 00:12:10.000,1556583130000,0.99,STILL,172,0.0
2019-04-30 00:12:25.400,1556583145400,0.99,STILL,174,0.0
2019-04-30 00:12:40.800,1556583160800,0.99,STILL,176,0.0
2019-04-30 00:12:56.100,1556583176100,1.0,STILL,178,0.0
2019-04-30 00:13:11.400,1556583191400,1.0,STILL,179,0.0
2019-04-30 00:13:26.700,1556583206700,0.99,STILL,180,0.0
2019-04-30 00:13:42.100,1556583222100,0.99,STILL,182,0.0
2019-04-30 00:13:54.100,1556583234100,0.99,STILL,184,0.0
2019-04-30 00:14:09.500,1556583249500,0.99,STILL,186,0.0
2019-04-30 00:14:25.600,1556583265600,0.99,STILL,188,0.0
2019-04-30 00:14:42.200,1556583282200,0.99,STILL,190,0.0
2019-04-30 00:14:57.600,1556583297600,0.99,STILL,192,0.0
2019-04-30 00:15:14.900,1556583314900,0.99,STILL,194,0.0
2019-04-30 00:15:30.200,1556583330200,0.99,STILL,196,0.0
2019-04-30 00:15:45.600,1556583345600,0.99,STILL,198,0.0
2019-04-30 00:16:01.000,1556583361000,0.99,STILL,200,0.0
2019-04-30 00:16:16.400,1556583376400,0.99,STILL,202,0.0
2019-04-30 00:16:31.800,1556583391800,0.99,STILL,204,0.0
2019-04-30 00:16:47.200,1556583407200,0.99,STILL,206,0.0
2019-04-30 00:17:03.000,1556583423000,0.99,STILL,208,0.0
2019-04-30 00:17:18.300,1556583438300,0.98,STILL,210,0.0
2019-04-30 00:17:33.600,1556583453600,0.96,STILL,213,0.0
2019-04-30 00:45:19.400,1556585119400,1.0,TILTING,218,
2019-04-30 01:13:36.900,1556586816900,0.98,STILL,233,0.0
2019-04-30 01:13:53.300,1556586833300,0.97,STILL,235,0.0
2019-04-30 01:14:17.100,1556586857100,1.0,TILTING,247,
2019-04-30 01:14:40.900,1556586880900,0.55,STILL,255,0.0
2019-04-30 01:14:56.300,1556586896300,0.6,STILL,261,0.0
2019-04-30 01:15:11.600,1556586911600,0.96,STILL,267,0.0
2019-04-30 01:15:27.000,1556586927000,0.97,STILL,272,0.0
2019-04-30 01:15:42.300,1556586942300,0.78,STILL,277,0.0
2019-04-30 01:15:57.600,1556586957600,0.78,STILL,283,0.0
2019-04-30 01:16:04.800,1556586964800,1.0,TILTING,289,
2019-04-30 01:16:25.100,1556586985100,0.91,ON_FOOT,297,0.1
2019-04-30 01:16:25.100,1556586985100,0.91,WALKING,298,0.5
2019-04-30 01:16:44.500,1556587004500,1.0,TILTING,311,
2019-04-30 01:16:52.500,1556587012500,0.73,STILL,312,0.0
2019-04-30 01:17:07.900,1556587027900,0.98,STILL,318,0.0
2019-04-30 01:17:23.300,1556587043300,0.98,STILL,320,0.0
2019-04-30 01:17:38.700,1556587058700,0.96,STILL,322,0.0
2019-04-30 01:17:53.900,1556587073900,0.97,STILL,327,0.0
2019-04-30 01:18:09.300,1556587089300,0.97,STILL,331,0.0
2019-04-30 01:18:24.600,1556587104600,0.96,STILL,334,0.0
2019-04-30 01:18:39.900,1556587119900,0.97,STILL,339,0.0
2019-04-30 01:18:55.200,1556587135200,0.98,STILL,343,0.0
2019-04-30 01:19:10.500,1556587150500,0.96,STILL,346,0.0
2019-04-30 01:19:25.900,1556587165900,0.72,STILL,351,0.0
2019-04-30 01:19:41.200,1556587181200,0.81,STILL,357,0.0
2019-04-30 01:19:56.600,1556587196600,0.8,STILL,363,0.0
2019-04-30 01:20:04.300,1556587204300,1.0,TILTING,369,
2019-04-30 01:20:12.000,1556587212000,0.58,STILL,370,0.0
2019-04-30 01:20:28.600,1556587228600,1.0,TILTING,376,
2019-04-30 01:20:49.800,1556587249800,0.98,STILL,384,0.0
2019-04-30 01:20:58.900,1556587258900,0.99,STILL,386,0.0
2019-04-30 01:21:06.000,1556587266000,0.99,STILL,388,0.0
2019-04-30 01:21:26.200,1556587286200,1.0,STILL,390,0.0
2019-04-30 01:21:41.500,1556587301500,0.97,STILL,391,0.0
2019-04-30 01:21:49.100,1556587309100,1.0,TILTING,396,
2019-04-30 01:22:17.700,1556587337700,1.0,TILTING,411,
2019-04-30 01:24:15.500,1556587455500,1.0,TILTING,467,
2019-04-30 01:24:23.200,1556587463200,0.84,IN_VEHICLE,468,
2019-04-30 01:24:30.100,1556587470100,1.0,STILL,474,0.0
2019-04-30 01:24:37.500,1556587477500,1.0,STILL,475,0.0
2019-04-30 01:24:46.600,1556587486600,1.0,STILL,476,0.0
2019-04-30 01:24:55.800,1556587495800,1.0,STILL,477,0.0
2019-04-30 01:25:04.000,1556587504000,1.0,STILL,478,0.0
2019-04-30 01:25:12.800,1556587512800,1.0,STILL,479,0.0
2019-04-30 01:25:21.700,1556587521700,1.0,STILL,480,0.0
2019-04-30 01:25:30.700,1556587530700,1.0,STILL,481,0.0
2019-04-30 01:25:39.000,1556587539000,1.0,STILL,482,0.0
2019-04-30 01:25:47.400,1556587547400,1.0,STILL,483,0.0
2019-04-30 01:25:56.300,1556587556300,1.0,STILL,484,0.0
2019-04-30 01:26:05.300,1556587565300,1.0,STILL,485,0.0
2019-04-30 01:26:13.500,1556587573500,1.0,STILL,486,0.0
2019-04-30 01:26:22.600,1556587582600,1.0,STILL,487,0.0
2019-04-30 01:26:30.700,1556587590700,1.0,STILL,488,0.0
2019-04-30 01:26:39.700,1556587599700,1.0,STILL,489,0.0
2019-04-30 01:26:48.200,1556587608200,1.0,STILL,490,0.0
2019-04-30 01:26:57.200,1556587617200,1.0,STILL,491,0.0
2019-04-30 01:27:06.300,1556587626300,1.0,STILL,492,0.0
2019-04-30 01:27:15.000,1556587635000,1.0,STILL,493,0.0
2019-04-30 01:27:23.100,1556587643100,1.0,STILL,494,0.0
2019-04-30 01:27:31.600,1556587651600,1.0,STILL,495,0.0
2019-04-30 01:27:38.700,1556587658700,1.0,STILL,496,0.0
2019-04-30 01:27:47.200,1556587667200,1.0,STILL,497,0.0
2019-04-30 01:27:55.800,1556587675800,1.0,STILL,498,0.0
2019-04-30 01:28:42.400,1556587722400,0.99,STILL,512,0.0
2019-04-30 01:28:54.200,1556587734200,0.99,STILL,514,0.0
2019-04-30 01:29:09.400,1556587749400,0.99,STILL,516,0.0
2019-04-30 01:29:24.600,1556587764600,0.99,STILL,518,0.0
2019-04-30 01:29:40.000,1556587780000,0.99,STILL,520,0.0
2019-04-30 01:29:55.400,1556587795400,0.99,STILL,522,0.0
2019-04-30 01:30:10.800,1556587810800,0.99,STILL,524,0.0
2019-04-30 01:30:26.100,1556587826100,0.99,STILL,526,0.0
2019-04-30 01:30:41.600,1556587841600,0.99,STILL,528,0.0
2019-04-30 01:30:57.000,1556587857000,0.99,STILL,530,0.0
2019-04-30 01:31:12.400,1556587872400,0.99,STILL,532,0.0
2019-04-30 01:31:27.800,1556587887800,0.99,STILL,534,0.0
2019-04-30 01:31:43.200,1556587903200,0.99,STILL,536,0.0
2019-04-30 01:32:00.400,1556587920400,0.99,STILL,538,0.0
2019-04-30 01:32:15.700,1556587935700,0.99,STILL,540,0.0
2019-04-30 01:32:31.200,1556587951200,0.99,STILL,542,0.0
2019-04-30 01:32:46.600,1556587966600,0.99,STILL,544,0.0
2019-04-30 01:33:02.000,1556587982000,0.99,STILL,546,0.0
2019-04-30 01:33:17.400,1556587997400,0.99,STILL,548,0.0
2019-04-30 01:33:32.800,1556588012800,0.99,STILL,550,0.0
2019-04-30 01:33:48.100,1556588028100,0.99,STILL,552,0.0
2019-04-30 01:34:03.600,1556588043600,0.99,STILL,554,0.0
2019-04-30 01:34:18.900,1556588058900,0.99,STILL,556,0.0
2019-04-30 01:34:41.100,1556588081100,0.99,STILL,558,0.0
2019-04-30 01:34:56.400,1556588096400,0.99,STILL,560,0.0
2019-04-30 01:35:11.800,1556588111800,0.99,STILL,562,0.0
2019-04-30 01:35:27.200,1556588127200,0.99,STILL,564,0.0
2019-04-30 01:35:42.600,1556588142600,0.99,STILL,566,0.0
2019-04-30 01:35:58.000,1556588158000,0.99,STILL,568,0.0
2019-04-30 01:36:13.300,1556588173300,0.99,STILL,570,0.0
2019-04-30 01:36:28.700,1556588188700,0.99,STILL,572,0.0
2019-04-30 01:36:44.100,1556588204100,0.99,STILL,574,0.0
2019-04-30 02:00:57.200,1556589657200,0.99,STILL,576,0.0
2019-04-30 02:03:23.900,1556589803900,1.0,TILTING,578,
2019-04-30 02:05:39.800,1556589939800,0.94,ON_FOOT,579,0.1
2019-04-30 02:05:39.800,1556589939800,0.94,WALKING,580,0.5
2019-04-30 02:05:53.500,1556589953500,1.0,TILTING,585,
2019-04-30 02:05:51.400,1556589951400,0.97,ON_FOOT,586,0.1
2019-04-30 02:05:51.400,1556589951400,0.97,WALKING,587,0.5
2019-04-30 02:06:06.600,1556589966600,1.0,TILTING,591,
2019-04-30 02:06:04.800,1556589964800,0.97,ON_FOOT,592,0.1
2019-04-30 02:06:04.800,1556589964800,0.97,WALKING,593,0.5
2019-04-30 02:06:21.900,1556589981900,0.97,ON_FOOT,595,0.1
2019-04-30 02:06:21.900,1556589981900,0.97,WALKING,596,0.5
2019-04-30 02:07:12.000,1556590032000,0.98,STILL,606,0.0
2019-04-30 02:07:27.300,1556590047300,0.97,STILL,609,0.0
2019-04-30 02:07:42.600,1556590062600,0.98,STILL,612,0.0
2019-04-30 02:07:57.900,1556590077900,0.97,STILL,615,0.0
2019-04-30 02:08:13.000,1556590093000,0.96,STILL,618,0.0
2019-04-30 02:08:31.400,1556590111400,1.0,STILL,621,0.0
2019-04-30 02:08:46.400,1556590126400,0.97,STILL,622,0.0
2019-04-30 02:09:01.600,1556590141600,0.97,STILL,625,0.0
2019-04-30 02:09:16.700,1556590156700,0.97,STILL,628,0.0
2019-04-30 02:09:31.800,1556590171800,0.99,STILL,631,0.0
2019-04-30 02:09:47.000,1556590187000,0.96,STILL,633,0.0
2019-04-30 02:10:02.200,1556590202200,0.99,STILL,638,0.0
2019-04-30 02:10:27.900,1556590227900,0.99,STILL,640,0.0
2019-04-30 02:10:43.100,1556590243100,0.99,STILL,642,0.0
2019-04-30 02:10:58.300,1556590258300,0.99,STILL,644,0.0
2019-04-30 02:11:13.500,1556590273500,0.8,STILL,646,0.0
2019-04-30 02:11:27.100,1556590287100,0.96,STILL,651,0.0
2019-04-30 02:11:42.300,1556590302300,0.9,STILL,654,0.0
2019-04-30 02:11:57.200,1556590317200,0.96,STILL,659,0.0
2019-04-30 02:12:12.300,1556590332300,0.74,STILL,664,0.0
2019-04-30 02:12:27.400,1556590347400,0.98,STILL,669,0.0
2019-04-30 02:12:42.600,1556590362600,0.96,STILL,671,0.0
2019-04-30 02:12:57.700,1556590377700,0.54,STILL,674,0.0
2019-04-30 02:13:28.100,1556590408100,0.84,STILL,687,0.0
2019-04-30 02:14:15.200,1556590455200,0.98,STILL,706,0.0
2019-04-30 02:14:30.300,1556590470300,0.65,STILL,709,0.0
2019-04-30 02:14:45.500,1556590485500,0.63,STILL,714,0.0
2019-04-30 02:15:00.600,1556590500600,0.98,STILL,720,0.0
2019-04-30 02:15:15.700,1556590515700,0.85,STILL,723,0.0
2019-04-30 02:15:30.800,1556590530800,0.68,STILL,728,0.0
2019-04-30 02:16:13.000,1556590573000,0.97,STILL,747,0.0
2019-04-30 02:16:28.200,1556590588200,0.93,STILL,751,0.0
2019-04-30 02:16:45.000,1556590605000,0.58,STILL,757,0.0
2019-04-30 02:17:00.100,1556590620100,0.7,STILL,763,0.0
2019-04-30 02:17:15.200,1556590635200,0.98,STILL,768,0.0
2019-04-30 02:17:30.400,1556590650400,0.92,STILL,771,0.0
2019-04-30 02:18:00.700,1556590680700,0.99,STILL,779,0.0
2019-04-30 02:18:15.900,1556590695900,0.99,STILL,781,0.0
2019-04-30 02:18:31.100,1556590711100,0.96,STILL,783,0.0
2019-04-30 02:18:46.300,1556590726300,0.99,STILL,788,0.0
2019-04-30 02:19:01.500,1556590741500,0.99,STILL,790,0.0
2019-04-30 02:19:16.700,1556590756700,0.99,STILL,792,0.0
2019-04-30 02:19:31.900,1556590771900,0.99,STILL,794,0.0
2019-04-30 02:19:47.100,1556590787100,0.99,STILL,796,0.0
2019-04-30 02:20:02.300,1556590802300,0.99,STILL,798,0.0
2019-04-30 02:20:17.500,1556590817500,0.98,STILL,800,0.0
2019-04-30 02:20:25.100,1556590825100,1.0,TILTING,804,
2019-04-30 02:20:32.700,1556590832700,0.88,STILL,805,0.0
2019-04-30 02:21:02.600,1556590862600,0.93,ON_FOOT,824,0.1
2019-04-30 02:21:02.600,1556590862600,0.93,WALKING,825,0.5
2019-04-30 02:21:15.000,1556590875000,0.97,ON_FOOT,830,0.1
2019-04-30 02:21:15.000,1556590875000,0.97,WALKING,831,0.5
2019-04-30 02:21:22.300,1556590882300,0.96,ON_FOOT,833,0.1
2019-04-30 02:21:22.300,1556590882300,0.96,WALKING,834,0.5
2019-04-30 02:21:38.800,1556590898800,1.0,TILTING,844,
2019-04-30 02:21:41.800,1556590901800,0.86,ON_FOOT,845,0.1
2019-04-30 02:21:41.800,1556590901800,0.86,WALKING,846,0.5
2019-04-30 02:21:46.100,1556590906100,1.0,TILTING,852,
2019-04-30 02:21:46.400,1556590906400,0.99,STILL,853,0.0
2019-04-30 02:21:55.400,1556590915400,1.0,STILL,855,0.0
2019-04-30 02:22:15.100,1556590935100,0.99,STILL,856,0.0
2019-04-30 02:22:30.200,1556590950200,0.99,STILL,858,0.0
2019-04-30 02:22:50.100,1556590970100,0.86,IN_VEHICLE,867,
2019-04-30 02:23:03.500,1556590983500,1.0,STILL,873,0.0
2019-04-30 02:23:12.600,1556590992600,1.0,STILL,874,0.0
2019-04-30 02:23:21.600,1556591001600,1.0,STILL,875,0.0
2019-04-30 02:23:29.700,1556591009700,1.0,STILL,876,0.0
2019-04-30 02:23:38.800,1556591018800,1.0,STILL,877,0.0
2019-04-30 02:23:47.800,1556591027800,1.0,STILL,878,0.0
2019-04-30 02:23:56.000,1556591036000,1.0,STILL,879,0.0
2019-04-30 02:24:04.500,1556591044500,1.0,STILL,880,0.0
2019-04-30 02:24:26.200,1556591066200,0.56,STILL,888,0.0
2019-04-30 02:24:39.600,1556591079600,0.98,STILL,894,0.0
2019-04-30 02:24:48.600,1556591088600,1.0,STILL,896,0.0
2019-04-30 02:24:57.600,1556591097600,1.0,STILL,897,0.0
2019-04-30 02:25:05.800,1556591105800,1.0,STILL,898,0.0
2019-04-30 02:25:14.900,1556591114900,1.0,STILL,899,0.0
2019-04-30 02:25:26.000,1556591126000,1.0,TILTING,900,
2019-04-30 02:25:24.000,1556591124000,0.58,STILL,901,0.0
2019-04-30 02:25:37.900,1556591137900,0.99,STILL,907,0.0
2019-04-30 02:25:45.900,1556591145900,1.0,STILL,909,0.0
2019-04-30 02:25:55.000,1556591155000,1.0,STILL,910,0.0
2019-04-30 02:26:04.100,1556591164100,1.0,STILL,911,0.0
2019-04-30 02:26:12.600,1556591172600,1.0,STILL,912,0.0
2019-04-30 02:26:21.500,1556591181500,1.0,STILL,913,0.0
2019-04-30 02:26:30.500,1556591190500,1.0,STILL,914,0.0
2019-04-30 02:26:43.900,1556591203900,1.0,STILL,915,0.0
2019-04-30 02:26:51.600,1556591211600,0.99,STILL,916,0.0
2019-04-30 02:27:00.600,1556591220600,0.97,STILL,918,0.0
2019-04-30 02:27:11.500,1556591231500,1.0,TILTING,921,
2019-04-30 02:27:21.700,1556591241700,1.0,STILL,929,0.0
2019-04-30 02:27:30.800,1556591250800,1.0,STILL,930,0.0
2019-04-30 02:27:39.900,1556591259900,1.0,STILL,931,0.0
2019-04-30 02:27:49.000,1556591269000,1.0,STILL,932,0.0
2019-04-30 02:27:58.000,1556591278000,1.0,STILL,933,0.0
2019-04-30 02:28:06.400,1556591286400,1.0,STILL,934,0.0
2019-04-30 02:28:26.200,1556591306200,0.99,STILL,935,0.0
2019-04-30 02:28:41.300,1556591321300,0.99,STILL,937,0.0
2019-04-30 02:28:56.500,1556591336500,0.99,STILL,939,0.0
2019-04-30 02:29:11.700,1556591351700,0.99,STILL,941,0.0
2019-04-30 02:29:26.900,1556591366900,0.99,STILL,943,0.0
2019-04-30 02:29:42.000,1556591382000,0.99,STILL,945,0.0
2019-04-30 02:29:57.200,1556591397200,0.99,STILL,947,0.0
2019-04-30 02:30:12.300,1556591412300,0.99,STILL,949,0.0
2019-04-30 02:30:20.000,1556591420000,1.0,TILTING,951,
2019-04-30 02:30:27.600,1556591427600,0.6,STILL,952,0.0
2019-04-30 02:30:42.700,1556591442700,0.87,STILL,957,0.0
2019-04-30 02:30:57.900,1556591457900,0.99,STILL,962,0.0
2019-04-30 02:31:05.500,1556591465500,1.0,TILTING,964,
2019-04-30 02:31:28.300,1556591488300,0.99,STILL,972,0.0
2019-04-30 02:31:43.500,1556591503500,0.99,STILL,974,0.0
2019-04-30 02:32:00.100,1556591520100,0.99,STILL,976,0.0
2019-04-30 02:32:15.300,1556591535300,0.99,STILL,978,0.0
2019-04-30 02:32:30.500,1556591550500,0.99,STILL,980,0.0
2019-04-30 02:32:45.700,1556591565700,0.99,STILL,982,0.0
2019-04-30 02:33:00.900,1556591580900,0.99,STILL,984,0.0
2019-04-30 02:33:10.000,1556591590000,0.99,STILL,986,0.0
2019-04-30 02:33:25.100,1556591605100,0.99,STILL,988,0.0
2019-04-30 02:33:40.300,1556591620300,0.99,STILL,990,0.0
2019-04-30 02:33:55.500,1556591635500,0.99,STILL,992,0.0
2019-04-30 02:34:10.700,1556591650700,0.99,STILL,994,0.0
2019-04-30 02:34:25.900,1556591665900,0.99,STILL,996,0.0
2019-04-30 02:34:41.100,1556591681100,0.99,STILL,998,0.0
2019-04-30 02:34:48.700,1556591688700,1.0,TILTING,1000,
2019-04-30 02:34:56.300,1556591696300,0.6,STILL,1001,0.0
2019-04-30 02:35:11.500,1556591711500,0.98,STILL,1006,0.0
2019-04-30 02:35:26.600,1556591726600,0.97,STILL,1008,0.0
2019-04-30 02:35:49.300,1556591749300,1.0,TILTING,1018,
2019-04-30 02:35:56.900,1556591756900,0.97,STILL,1019,0.0
2019-04-30 02:36:12.100,1556591772100,0.99,STILL,1022,0.0
2019-04-30 02:36:27.200,1556591787200,0.99,STILL,1024,0.0
2019-04-30 02:36:42.400,1556591802400,0.99,STILL,1026,0.0
2019-04-30 02:36:57.500,1556591817500,0.99,STILL,1028,0.0
2019-04-30 02:37:12.700,1556591832700,0.99,STILL,1030,0.0
2019-04-30 02:37:27.900,1556591847900,0.99,STILL,1032,0.0
2019-04-30 02:37:43.100,1556591863100,0.99,STILL,1034,0.0
2019-04-30 02:38:00.100,1556591880100,0.99,STILL,1036,0.0
2019-04-30 02:38:11.100,1556591891100,0.59,STILL,1038,0.0
2019-04-30 02:38:26.300,1556591906300,0.98,STILL,1043,0.0
2019-04-30 02:38:41.500,1556591921500,0.99,STILL,1046,0.0
